rev_id	needs_review	reason
14936845	True	NULL
13787506	False	trusted group
14121867	True	NULL
14057532	True	NULL
15324647	True	NULL
15024500	True	NULL
15692776	True	reverted edit
15444439	False	trusted edits
15512783	True	NULL
13802415	False	trusted edits
14983436	True	NULL
14855339	False	trusted edits
14204264	True	NULL
15413053	False	trusted edits
15595550	False	trusted group
15479101	False	trusted edits
15211159	False	trusted edits
15614705	False	trusted group
15076146	False	trusted edits
15469876	False	trusted edits
14542240	False	trusted edits
14522019	False	trusted edits
15608060	False	trusted group
14243236	False	trusted edits
15320116	True	NULL
14813791	False	trusted group
14165237	False	trusted group
14628806	False	trusted edits
15670957	False	trusted edits
14557562	False	trusted edits
14121660	True	reverted edit
15712745	True	NULL
14507277	False	trusted edits
14763967	False	trusted edits
14024700	True	NULL
14811952	True	NULL
14641476	False	trusted edits
14866087	True	NULL
13999333	True	reverted edit
13840995	True	NULL
15391483	False	trusted edits
13969698	True	NULL
13796595	True	NULL
14860341	True	NULL
13800844	True	reverted edit
14346578	False	trusted edits
14037926	True	reverted edit
14434620	False	trusted group
14334824	False	trusted edits
14052995	True	NULL
13684966	False	trusted group
14692982	False	trusted group
14229112	False	trusted group
15073740	False	trusted edits
14259340	False	trusted edits
14833785	False	trusted edits
14095207	True	NULL
13804687	True	reverted edit
13671457	True	NULL
15700350	True	NULL
15254174	True	reverted edit
15269802	True	NULL
14681494	False	trusted edits
15670440	False	trusted edits
13792833	False	trusted group
14708561	False	trusted edits
15311907	False	trusted edits
15706284	True	reverted edit
15122176	False	trusted edits
15408932	False	trusted edits
13903166	False	trusted group
14240760	True	NULL
15500199	False	trusted edits
14891938	True	NULL
14103242	True	NULL
14182506	True	NULL
13962962	True	NULL
14201004	True	NULL
14406915	True	reverted edit
14983687	True	reverted edit
14291416	False	trusted edits
14349632	False	trusted edits
14942421	True	NULL
15550152	True	NULL
14958151	True	reverted edit
14907188	True	NULL
13859091	False	trusted edits
15312800	True	NULL
15697096	True	NULL
14236408	True	NULL
13826002	False	trusted edits
14567370	True	blocked user
14956766	False	trusted edits
15114965	True	NULL
15322784	True	NULL
14402006	True	NULL
14983520	True	NULL
15174300	False	trusted edits
15431367	False	trusted edits
13801485	True	NULL
14156504	True	reverted edit
15092503	True	NULL
14867967	True	reverted edit
14939832	True	NULL
14888729	True	NULL
14882991	True	NULL
15562390	True	NULL
13984460	True	NULL
14134455	True	NULL
14044722	True	NULL
14176891	True	reverted edit
14749724	False	trusted group
14555441	False	trusted edits
14009478	True	reverted edit
15422061	False	trusted edits
15055843	False	trusted edits
13694811	True	NULL
14407066	True	NULL
14220214	False	trusted group
13743238	True	NULL
14199925	True	NULL
14884123	False	trusted edits
13839817	True	NULL
14075725	True	NULL
13701056	True	NULL
14573625	True	NULL
14377762	True	reverted edit
13755935	True	NULL
14244921	True	NULL
15325943	True	NULL
15159057	False	trusted edits
15702108	True	NULL
14147390	False	trusted group
14789841	False	trusted edits
14027223	True	NULL
14338886	False	trusted edits
13695958	True	NULL
13909016	True	blocked user
15446017	False	trusted edits
15000780	True	NULL
13690044	False	trusted group
14134729	False	trusted edits
14711756	False	trusted edits
14814362	True	NULL
13990380	True	NULL
15482698	True	blocked user
15404413	False	trusted edits
14017977	True	NULL
14822346	True	NULL
15007655	True	reverted edit
14211477	True	NULL
14197564	False	trusted group
13873304	False	trusted group
15633934	False	trusted group
14455784	False	trusted edits
13686600	True	NULL
14872426	True	NULL
14381941	True	reverted edit
13876238	False	trusted group
15269944	True	NULL
15113588	False	trusted edits
14232536	True	reverted edit
14653185	False	trusted edits
14890945	True	reverted edit
15692405	True	NULL
14888962	True	NULL
13694679	False	trusted edits
15481411	False	trusted edits
14232689	False	trusted edits
14676657	False	trusted edits
14876079	True	NULL
14239039	True	blocked user
14865186	True	blocked user
15506155	True	NULL
14657154	True	NULL
15321290	True	NULL
15338347	True	NULL
15218006	False	trusted edits
13916026	False	trusted group
14081392	True	NULL
14513432	False	trusted edits
13815974	True	NULL
15321899	True	NULL
14227754	False	trusted edits
15134997	False	trusted edits
15348218	False	trusted edits
15313985	True	NULL
13970777	False	trusted group
13676474	True	NULL
13741352	True	reverted edit
15302559	False	trusted edits
15705333	False	trusted group
15165118	False	trusted edits
14567108	True	NULL
14023476	False	trusted group
14971912	True	NULL
14284024	False	trusted edits
15242646	False	trusted edits
14415928	True	NULL
14848326	True	NULL
15267684	False	trusted edits
14169347	True	NULL
14454705	False	trusted edits
14384946	False	trusted edits
14070538	False	trusted group
13810485	True	NULL
13989469	True	NULL
15146750	False	trusted edits
15051547	False	trusted edits
15227362	False	trusted edits
14864927	True	reverted edit
13720662	True	NULL
15573172	True	reverted edit
14911791	True	NULL
14697977	False	trusted group
13866848	True	NULL
14057503	True	NULL
14931577	False	trusted group
14745348	False	trusted edits
14634820	False	trusted edits
14953980	True	NULL
14264637	False	trusted edits
15139401	True	NULL
13971898	True	NULL
15251206	False	trusted edits
15702844	True	NULL
13747261	True	NULL
13747488	False	trusted edits
14098087	True	NULL
13987626	True	NULL
15363251	False	trusted edits
15595174	False	trusted group
14518185	False	trusted edits
14136456	True	blocked user
15040576	False	trusted edits
13966479	True	NULL
15318656	False	trusted edits
13731811	True	reverted edit
14760036	True	NULL
13790885	False	trusted group
14843466	True	NULL
14862986	True	NULL
14391636	True	reverted edit
14405703	True	NULL
15692862	True	NULL
15592762	False	trusted group
14508065	False	trusted edits
15343702	False	trusted group
15300975	False	trusted edits
13892088	False	trusted group
15686824	False	trusted group
13779607	False	trusted group
15017230	False	trusted edits
14055234	True	NULL
14407083	True	NULL
13745034	True	NULL
13698082	True	NULL
15543475	False	trusted group
13813731	True	NULL
14876418	True	NULL
14930035	True	reverted edit
15250323	False	trusted edits
13985659	True	NULL
14439583	True	NULL
13732172	True	reverted edit
15351361	False	trusted edits
14250430	True	NULL
15497349	False	trusted edits
14575726	True	reverted edit
15251492	False	trusted edits
13822692	True	NULL
14134405	True	NULL
14200598	True	NULL
14008131	True	reverted edit
13986372	True	NULL
14379955	True	NULL
13753353	True	NULL
15046356	False	trusted edits
15078530	False	trusted edits
15631156	False	trusted group
13743666	True	reverted edit
14413553	False	trusted group
14710150	False	trusted edits
15634810	False	trusted group
15356935	False	trusted edits
15629805	False	trusted group
15299275	False	trusted edits
13756888	False	trusted group
14573851	True	NULL
14901142	True	NULL
15574015	True	NULL
14130800	False	trusted edits
13735057	True	NULL
15090084	False	trusted edits
14242788	True	reverted edit
15717288	True	NULL
15654294	False	trusted group
14379215	True	NULL
13737363	True	NULL
14042552	True	NULL
13744060	False	trusted edits
13956214	True	reverted edit
15011812	False	trusted edits
14846636	True	NULL
15711891	True	NULL
14596801	False	trusted edits
15589960	False	trusted group
14692364	True	NULL
14181039	True	NULL
14336491	False	trusted edits
15341617	False	trusted edits
13969853	True	NULL
15203214	False	trusted group
14054791	False	trusted group
14528437	False	trusted edits
15713024	False	trusted group
15086350	False	trusted group
15528103	False	trusted group
14792942	False	trusted edits
13863063	True	NULL
14852506	True	NULL
14955475	True	NULL
14881804	False	trusted edits
13996881	False	trusted edits
13966374	False	trusted group
14498182	False	trusted edits
14964882	False	trusted edits
14091034	True	NULL
13952628	True	reverted edit
14861235	True	NULL
13737086	False	trusted group
15425850	False	trusted edits
14115308	True	NULL
14027013	True	NULL
14829065	True	NULL
13676197	True	NULL
13715998	True	reverted edit
13760436	True	NULL
14072514	True	NULL
14187872	False	trusted edits
15400428	False	trusted edits
14786315	False	trusted edits
13755656	False	trusted edits
13983771	True	NULL
14597569	False	trusted edits
13966145	True	NULL
15139757	True	NULL
14121099	False	trusted edits
13801722	True	NULL
14890363	True	reverted edit
14242613	False	trusted group
14149154	False	trusted edits
14165651	True	NULL
14163072	True	NULL
15674040	True	NULL
13737583	False	trusted edits
15686948	True	blocked user
15662612	False	trusted group
15501274	False	trusted group
14381436	True	NULL
15074678	False	trusted edits
14409525	True	NULL
15429371	False	trusted edits
15217567	False	trusted edits
15691512	True	NULL
15220954	False	trusted edits
15495348	False	trusted group
14989904	True	NULL
14408422	True	blocked user
15255925	False	trusted edits
14376265	False	trusted group
14182536	True	NULL
14081141	True	NULL
14953424	False	trusted edits
15700642	True	NULL
14509335	False	trusted edits
13811423	True	NULL
15212790	False	trusted edits
15679386	True	reverted edit
14875554	True	NULL
15025065	False	trusted edits
13761019	False	trusted group
14773008	False	trusted edits
14181730	True	NULL
14039520	True	reverted edit
14158357	False	trusted group
15600592	True	reverted edit
14545249	False	trusted edits
14199140	False	trusted group
13813716	True	reverted edit
14418631	False	trusted edits
14399325	True	NULL
15431386	False	trusted edits
14855540	True	NULL
13969511	True	NULL
15556187	True	NULL
15397560	False	trusted edits
14569703	True	NULL
14719046	False	trusted edits
14583435	False	trusted edits
14962600	False	trusted edits
14775435	False	trusted edits
15638673	False	trusted group
14613781	False	trusted edits
14943609	True	NULL
13978130	True	NULL
14214531	True	NULL
14982951	True	reverted edit
13683816	True	NULL
14628098	False	trusted edits
13883863	False	trusted group
13899074	False	trusted group
14244029	True	NULL
14145223	False	trusted group
15208873	False	trusted edits
13692867	True	NULL
15692441	True	NULL
15299013	False	trusted edits
14378321	True	NULL
13741079	False	trusted group
13776115	False	trusted group
14473386	False	trusted edits
15391337	False	trusted group
14207025	True	NULL
15627158	False	trusted group
15248299	False	trusted edits
14086275	True	NULL
13672244	True	NULL
14596833	False	trusted edits
13890227	False	trusted group
15374777	False	trusted edits
14050355	True	NULL
15322930	True	NULL
13831929	True	reverted edit
14147361	True	NULL
14875769	True	NULL
15719688	False	trusted edits
15142023	False	trusted group
14852655	True	NULL
14070552	True	NULL
15300645	False	trusted edits
14246424	False	trusted edits
13880830	False	trusted group
14235579	False	trusted group
15329258	True	NULL
13729300	True	NULL
15701860	True	NULL
15195155	False	trusted edits
14134282	True	NULL
15598439	False	trusted group
13852303	False	trusted edits
14659884	False	trusted edits
15604249	False	trusted group
14051144	True	NULL
13730493	True	NULL
15262464	False	trusted edits
14445771	True	NULL
14870355	True	NULL
13724589	True	NULL
15260229	False	trusted edits
14662771	False	trusted edits
13828187	False	trusted edits
15126115	False	trusted edits
13679744	True	NULL
14368059	False	trusted edits
14361345	True	reverted edit
14062869	False	trusted group
14749429	False	trusted group
15222483	False	trusted edits
14055160	True	NULL
13825809	False	trusted group
14972865	False	trusted edits
15537863	False	trusted group
13684264	True	reverted edit
14674143	True	reverted edit
13759305	True	NULL
14437887	False	trusted edits
15578782	True	NULL
14933181	True	NULL
14983002	False	trusted group
14344642	True	reverted edit
14055596	True	NULL
14236713	True	NULL
15360249	True	NULL
15337012	False	trusted group
14202970	False	trusted group
14204002	False	trusted edits
14024466	True	NULL
15619849	False	trusted group
14726264	False	trusted group
13885098	False	trusted group
14960251	False	trusted edits
14859107	False	trusted edits
13952782	True	NULL
13859283	True	NULL
14241647	True	NULL
15572862	True	NULL
14068679	True	reverted edit
14093096	False	trusted group
15682170	True	NULL
14570905	True	NULL
14848881	True	reverted edit
14242886	True	NULL
13924138	False	trusted group
14553143	False	trusted edits
14870952	False	trusted edits
15568111	False	trusted edits
14613499	False	trusted edits
14097310	True	NULL
13740148	False	trusted group
15703158	True	NULL
13685204	True	NULL
15180344	False	trusted edits
14372639	False	trusted edits
14039122	True	NULL
14499463	False	trusted edits
13856501	True	NULL
13674388	False	trusted group
14024006	True	reverted edit
14932403	True	NULL
14001745	True	NULL
15384644	False	trusted edits
14073391	True	NULL
14017860	True	NULL
15550773	True	NULL
15689782	True	reverted edit
14293315	False	trusted edits
15173005	False	trusted edits
14033107	True	NULL
14905848	True	NULL
14835873	True	NULL
14257251	False	trusted edits
15032716	False	trusted edits
15565072	True	NULL
14163582	True	NULL
14886435	True	NULL
14769261	False	trusted edits
13674365	True	NULL
13718113	False	trusted edits
14828045	False	trusted group
13932891	False	trusted group
13957534	False	trusted edits
15695813	True	NULL
13829400	False	trusted edits
14005676	True	NULL
15606107	False	trusted group
13673302	True	NULL
14941617	True	reverted edit
15681492	True	NULL
14573350	False	trusted edits
15691995	True	NULL
14230112	True	reverted edit
14209474	True	NULL
15631861	False	trusted edits
14110340	False	trusted group
14211869	True	NULL
14234581	False	trusted edits
14405338	True	reverted edit
15674528	True	NULL
14917397	True	NULL
15640250	False	trusted group
14503248	False	trusted edits
14938882	True	NULL
15246758	False	trusted edits
14945263	True	NULL
14084217	True	NULL
15245746	False	trusted edits
13809962	True	NULL
13865174	True	NULL
15393843	False	trusted edits
13733506	True	NULL
13752455	True	NULL
14405954	True	NULL
14933191	False	trusted edits
14263038	False	trusted edits
13927700	False	trusted group
14703708	False	trusted edits
14870398	True	NULL
15691766	True	NULL
14389249	False	trusted edits
14616555	False	trusted edits
13965514	True	reverted edit
14010114	True	blocked user
14373909	True	NULL
15574561	True	NULL
14686649	False	trusted edits
13830550	True	NULL
14163214	False	trusted group
14063279	True	NULL
15625712	False	trusted group
14902788	True	NULL
15312941	True	NULL
13796678	True	NULL
14185918	False	trusted edits
13840147	True	reverted edit
13736326	True	NULL
15305940	False	trusted edits
14565351	True	NULL
14054054	True	reverted edit
15533609	True	NULL
14056234	True	reverted edit
15070000	False	trusted edits
15549531	True	blocked user
14110735	True	NULL
14906574	False	trusted group
15695067	True	reverted edit
13846268	True	NULL
15277570	False	trusted edits
14029607	False	trusted group
15591284	False	trusted group
15630275	False	trusted group
14201020	True	reverted edit
13972107	True	NULL
14232882	False	trusted edits
14023558	True	reverted edit
14220341	True	NULL
15121104	False	trusted edits
14095680	False	trusted group
14761623	True	NULL
13671023	True	NULL
14967367	True	NULL
14836933	False	trusted edits
14418909	False	trusted edits
14714141	False	trusted edits
14402483	False	trusted group
14935899	True	NULL
15242621	False	trusted edits
15324159	True	NULL
13771064	False	trusted group
15314584	False	trusted group
14050677	True	NULL
14626570	False	trusted edits
13808311	True	NULL
14375203	True	NULL
14649008	False	trusted edits
13978357	False	trusted edits
15100195	False	trusted edits
13713503	True	NULL
14379345	True	NULL
15644212	False	trusted group
14417355	True	reverted edit
14764422	False	trusted edits
15590076	False	trusted group
14821752	True	NULL
15715369	True	reverted edit
14115122	True	NULL
14602992	False	trusted edits
14193770	False	trusted edits
15120916	False	trusted edits
15112541	False	trusted edits
15188876	False	trusted edits
14042898	True	NULL
14214812	True	NULL
14955411	False	trusted edits
14681491	False	trusted edits
13858590	False	trusted group
14012666	False	trusted group
14630407	False	trusted edits
13701426	True	NULL
14619121	False	trusted edits
14185146	True	NULL
14870741	True	NULL
14759461	False	trusted edits
14645886	False	trusted edits
15518401	False	trusted edits
14173622	True	NULL
15034659	True	NULL
14087529	True	NULL
13902446	False	trusted group
14056098	True	reverted edit
14876108	True	reverted edit
13696939	True	reverted edit
15552685	True	NULL
14063465	False	trusted group
15006301	True	NULL
13871171	True	NULL
15284431	True	NULL
14578483	False	trusted group
15237596	False	trusted edits
13984487	False	trusted group
15105734	False	trusted edits
14207431	True	NULL
15406463	False	trusted edits
14461860	False	trusted edits
14053653	True	NULL
14905652	True	NULL
14023750	True	reverted edit
14059986	False	trusted group
15076850	False	trusted group
13849408	False	trusted group
15708118	True	NULL
15203234	True	reverted edit
15520231	True	reverted edit
14085053	False	trusted edits
13998457	True	NULL
15673949	True	NULL
14905024	False	trusted edits
15617389	True	NULL
13869661	True	NULL
13668272	True	NULL
14934919	True	NULL
14398343	True	NULL
14510588	False	trusted edits
13835158	False	trusted group
15153126	False	trusted edits
14966743	False	trusted edits
14706773	False	trusted edits
15172463	False	trusted edits
15645693	False	trusted group
14209195	False	trusted edits
15511436	True	NULL
13774470	False	trusted group
14197425	True	NULL
14412109	True	NULL
14628578	False	trusted edits
13965817	True	reverted edit
14539788	True	NULL
14962067	True	NULL
13883551	False	trusted group
15502901	False	trusted edits
14345247	True	NULL
14042331	True	NULL
15090709	True	NULL
14225873	True	NULL
15515275	False	trusted edits
13981534	True	blocked user
13700793	False	trusted edits
15205312	False	trusted edits
14267270	False	trusted edits
14008397	True	reverted edit
14097749	True	NULL
15014194	False	trusted edits
14903189	True	NULL
14008053	True	reverted edit
13970352	True	NULL
15395082	False	trusted edits
15401942	False	trusted edits
14330640	False	trusted edits
14981247	True	NULL
14976886	False	trusted edits
14056933	True	reverted edit
13748793	True	NULL
15653976	False	trusted group
15303617	False	trusted edits
15114190	False	trusted edits
14859597	True	NULL
14937118	False	trusted edits
14965306	False	trusted edits
14766789	False	trusted edits
14889866	True	reverted edit
15715347	True	NULL
15415915	False	trusted edits
14730331	False	trusted edits
13961477	True	NULL
14068980	True	NULL
15426587	False	trusted edits
15339158	False	trusted edits
14684037	True	NULL
15687274	False	trusted group
15065366	False	trusted edits
15170594	False	trusted edits
14387999	False	trusted edits
14095347	False	trusted edits
14985488	True	NULL
15366205	True	reverted edit
13840081	True	reverted edit
15026114	False	trusted edits
14886170	True	reverted edit
14066852	True	NULL
13842217	True	NULL
15367119	False	trusted edits
13984179	True	NULL
13856139	True	blocked user
14009947	True	NULL
14957927	False	trusted edits
15010535	False	trusted edits
14566682	True	reverted edit
13707211	True	reverted edit
14530837	False	trusted edits
15444068	False	trusted edits
15111005	True	NULL
14200603	True	NULL
15374526	False	trusted edits
13812968	False	trusted edits
14864642	True	blocked user
15372977	True	NULL
14836689	False	trusted edits
15505892	True	NULL
14318870	False	trusted edits
13708011	False	trusted group
15326840	True	reverted edit
13698364	True	NULL
14658567	False	trusted edits
13799403	True	NULL
14056164	True	reverted edit
14389137	False	trusted edits
13963943	True	reverted edit
13802376	True	NULL
14244701	True	reverted edit
14167207	False	trusted group
15447904	False	trusted edits
13831374	True	NULL
14149048	False	trusted edits
15249638	False	trusted edits
14638570	False	trusted edits
13849282	True	NULL
13955120	True	NULL
14025909	False	trusted group
13955007	True	NULL
14713104	False	trusted edits
14304459	False	trusted edits
14977677	False	trusted edits
15127587	False	trusted edits
15263042	False	trusted edits
15588915	False	trusted group
13696235	False	trusted group
14571079	True	NULL
15000440	False	trusted edits
13927649	False	trusted group
14722744	False	trusted edits
13736884	False	trusted group
15554529	True	NULL
15720229	True	NULL
14124092	False	trusted group
13747916	False	trusted group
14121651	True	NULL
15219600	False	trusted edits
14241158	True	NULL
14915900	True	reverted edit
14219147	True	NULL
14436872	True	blocked user
14050186	True	reverted edit
13947807	False	trusted edits
14975311	False	trusted edits
14915369	True	reverted edit
14794378	True	reverted edit
14051181	True	NULL
14233190	True	NULL
13909165	True	NULL
13946603	False	trusted group
13831744	True	NULL
13969639	False	trusted edits
13711252	True	NULL
15269346	False	trusted edits
14098620	True	NULL
14009222	True	NULL
14556465	True	NULL
13688116	True	reverted edit
14070371	False	trusted edits
14804385	False	trusted edits
15450026	False	trusted edits
15508165	False	trusted edits
15716941	True	NULL
13682643	True	NULL
14064875	True	NULL
14853787	False	trusted edits
14900188	True	NULL
14436260	True	reverted edit
13992538	False	trusted edits
14012214	False	trusted group
14807002	False	trusted edits
13674744	False	trusted group
14436683	True	NULL
15661288	False	trusted group
14437576	True	NULL
15245778	False	trusted edits
14861154	True	reverted edit
14068904	True	reverted edit
13800108	True	NULL
13918830	False	trusted group
14827826	True	blocked user
15188864	False	trusted edits
15244290	False	trusted edits
15712766	True	blocked user
13845568	False	trusted edits
15631139	False	trusted group
14864533	False	trusted group
13962853	True	NULL
14417704	True	reverted edit
13853610	True	NULL
14845274	True	NULL
14013900	True	NULL
14291892	True	NULL
15527077	False	trusted edits
14434610	False	trusted group
13732519	True	NULL
14952425	True	NULL
13964089	True	NULL
13732357	True	NULL
15028653	False	trusted edits
15086785	True	NULL
14754529	False	trusted edits
15660003	False	trusted group
15168242	False	trusted edits
14569332	True	NULL
14430744	True	NULL
13672011	True	NULL
14503736	False	trusted edits
13971510	True	NULL
15137348	False	trusted edits
14689652	False	trusted edits
14898424	True	NULL
14544297	False	trusted edits
14906074	False	trusted group
14405356	True	NULL
14967979	True	reverted edit
15679868	True	reverted edit
15499631	False	trusted edits
13953110	False	trusted group
15713260	True	reverted edit
14958770	True	NULL
13745031	True	NULL
13952740	True	NULL
15692509	True	NULL
15698909	True	NULL
15760835	True	NULL
15315278	True	NULL
14068169	True	reverted edit
14915356	True	NULL
13975210	True	reverted edit
14766915	False	trusted edits
14974455	True	reverted edit
15760798	True	NULL
15686294	True	NULL
14185214	True	NULL
14096887	True	NULL
14539425	True	NULL
14049496	False	trusted edits
13845782	True	NULL
13984166	True	NULL
14042883	True	NULL
15041842	True	NULL
14816201	False	trusted group
14792168	False	trusted edits
14964382	True	reverted edit
14790964	False	trusted edits
15648237	False	trusted group
13883391	False	trusted group
13956921	True	NULL
13857746	True	NULL
14429678	True	NULL
13841944	True	NULL
14398955	True	NULL
15106519	True	NULL
14484198	False	trusted edits
13868470	True	NULL
13935813	False	trusted group
14079765	False	trusted edits
15077659	True	NULL
14589484	False	trusted edits
14042447	True	NULL
14901970	True	NULL
13752657	True	reverted edit
14021291	True	blocked user
14836461	False	trusted edits
15215000	False	trusted edits
15715722	True	NULL
14560508	False	trusted edits
14382317	True	reverted edit
14910448	True	NULL
14352849	False	trusted edits
15410922	False	trusted edits
14876193	True	NULL
13698518	True	reverted edit
15654890	False	trusted group
15459893	False	trusted edits
14880815	True	NULL
14472153	False	trusted edits
15485482	False	trusted group
14225033	False	trusted edits
14596960	False	trusted edits
13679955	True	reverted edit
14319390	False	trusted edits
14109187	True	NULL
14161320	True	NULL
15227882	False	trusted edits
13807478	False	trusted edits
14174702	True	NULL
14859970	True	NULL
15317031	True	reverted edit
14036091	True	NULL
15581919	True	NULL
14897665	True	reverted edit
14024690	True	NULL
14525545	False	trusted edits
14600887	False	trusted edits
15006045	False	trusted edits
15201731	False	trusted edits
15262235	False	trusted edits
15150993	True	reverted edit
13923985	True	reverted edit
15011853	False	trusted edits
14148013	True	NULL
14541352	False	trusted edits
14376275	False	trusted group
13814073	True	NULL
14044591	True	NULL
15126095	False	trusted edits
14452111	False	trusted edits
13908716	True	NULL
15725567	False	trusted edits
15321639	False	trusted group
14119583	True	NULL
13706154	False	trusted group
14907184	True	NULL
15016767	True	NULL
14327604	False	trusted edits
14247534	False	trusted group
15577361	False	trusted group
15411229	True	reverted edit
14812944	True	NULL
13834607	False	trusted group
13716065	False	trusted group
15693804	True	reverted edit
14481141	False	trusted edits
