rev_id	needs_review	reason
13325420	True	reverted edit
13327518	True	NULL
12491032	False	trusted group
12801090	False	trusted edits
12995540	True	NULL
13003188	True	NULL
12778724	True	NULL
12902910	False	trusted edits
12598250	False	trusted group
12727527	False	trusted edits
12449211	True	NULL
13431583	True	NULL
13024872	False	trusted edits
13372265	False	trusted group
12562185	True	NULL
12636445	True	reverted edit
13429363	False	trusted edits
12701447	True	NULL
12599980	True	NULL
13409200	True	NULL
12735622	True	NULL
13110948	False	trusted edits
12669040	True	NULL
13042801	False	trusted edits
13193211	True	reverted edit
13320973	True	NULL
12718426	False	trusted edits
12648380	False	trusted edits
12428389	True	NULL
12874701	False	trusted group
13071392	False	trusted edits
12498716	False	trusted group
12583196	True	NULL
12776308	True	reverted edit
13481448	True	NULL
13258371	False	trusted edits
12577543	True	NULL
12904511	True	NULL
13485328	True	reverted edit
12546835	True	reverted edit
13098995	True	NULL
12553811	False	trusted edits
13294946	False	trusted edits
12771627	True	NULL
12961705	False	trusted group
13257166	False	trusted group
13118005	True	NULL
12963917	True	NULL
13067209	True	reverted edit
12642611	True	NULL
13363258	False	trusted group
12955916	False	trusted group
13189469	True	reverted edit
12979592	False	trusted group
13306189	True	NULL
13192155	True	NULL
13068645	False	trusted edits
12855652	False	trusted edits
12471368	False	trusted group
12958966	True	reverted edit
13499306	True	NULL
13144465	False	trusted edits
13325517	False	trusted edits
13339476	True	NULL
13045780	False	trusted edits
13234412	False	trusted group
13482971	False	trusted group
13168097	False	trusted edits
12946316	False	trusted group
12536936	True	reverted edit
13461848	True	NULL
12437268	True	NULL
13081813	False	trusted group
13212871	True	NULL
13222735	True	NULL
12652883	True	NULL
12672521	True	NULL
12432289	True	NULL
12688411	False	trusted group
13316961	False	trusted group
12721442	True	NULL
13000027	False	trusted group
13371125	False	trusted edits
12666365	True	NULL
12652047	True	NULL
12463241	True	NULL
13308531	True	NULL
13469670	False	trusted edits
13341060	True	NULL
12997159	True	NULL
12817577	False	trusted edits
13163082	True	NULL
12916806	False	trusted group
13037895	False	trusted group
13151409	False	trusted edits
13113410	False	trusted group
13213540	False	trusted edits
13510790	True	reverted edit
13004127	True	NULL
12683877	True	NULL
13240910	True	reverted edit
12981218	False	trusted edits
13359676	True	NULL
13121684	True	NULL
13499451	True	NULL
13193441	True	NULL
13449916	False	trusted edits
12562228	True	reverted edit
12773541	True	NULL
12832321	True	NULL
13224678	True	NULL
12774262	True	NULL
12848343	True	NULL
13174613	False	trusted edits
12924409	True	NULL
13218595	False	trusted edits
13085517	True	reverted edit
12818133	False	trusted edits
12612097	True	NULL
13516617	False	trusted group
12744815	False	trusted edits
12560021	False	trusted edits
12818842	False	trusted group
13351515	True	reverted edit
13219736	True	NULL
12446399	False	trusted edits
13139104	True	blocked user
12922412	True	NULL
12751326	False	trusted group
13265687	True	NULL
13256307	False	trusted group
12702386	False	trusted edits
12983807	True	NULL
13286409	False	trusted edits
13114079	False	trusted edits
13058958	False	trusted edits
13243789	True	NULL
12916710	True	NULL
13295912	False	trusted group
12423196	False	trusted group
12745331	True	NULL
13340571	False	trusted edits
12541101	True	NULL
12538761	True	NULL
12784941	True	NULL
12991688	True	reverted edit
13331166	False	trusted edits
13107523	True	NULL
12439170	False	trusted edits
13488496	False	trusted group
13102705	False	trusted edits
12915904	True	NULL
13513078	False	trusted group
12431999	False	trusted edits
12548252	True	NULL
12577494	False	trusted edits
12449908	True	NULL
13479271	True	NULL
13076602	False	trusted group
13256465	False	trusted edits
13029060	True	NULL
13090434	False	trusted group
13246142	False	trusted edits
12874758	False	trusted edits
13131871	True	NULL
13299485	False	trusted edits
12423581	False	trusted group
12926895	False	trusted edits
13318680	False	trusted group
13012871	True	NULL
13036009	True	NULL
12776199	True	NULL
13067020	True	NULL
12866909	False	trusted edits
12556865	True	NULL
12613393	True	NULL
12983425	True	NULL
12846098	True	NULL
12967898	False	trusted edits
12767571	False	trusted edits
13192431	False	trusted edits
12881327	True	NULL
12753328	True	NULL
12784796	False	trusted edits
12937154	False	trusted group
13332216	True	NULL
12814047	True	NULL
12602712	False	trusted edits
12746608	False	trusted edits
12948203	True	NULL
12971409	True	NULL
12713483	False	trusted edits
12521602	False	trusted group
13477044	False	trusted edits
12785947	False	trusted edits
13201769	False	trusted group
13419935	False	trusted group
12735081	False	trusted edits
12515793	False	trusted group
12446395	True	reverted edit
12937484	True	NULL
13335567	False	trusted group
13043321	True	reverted edit
12962918	True	NULL
12866395	True	NULL
13125078	True	NULL
13168982	True	NULL
13276006	False	trusted edits
12429424	False	trusted edits
12923158	True	NULL
12963558	False	trusted edits
12678648	False	trusted group
13214719	False	trusted edits
13218511	False	trusted group
12891133	False	trusted group
13369228	True	NULL
13300348	False	trusted group
13383489	False	trusted edits
12695995	True	NULL
13224245	True	NULL
13361615	False	trusted group
12572859	False	trusted group
12453874	True	NULL
12800585	False	trusted group
12504934	False	trusted group
12957809	True	NULL
13084144	False	trusted edits
12910706	True	NULL
12719962	False	trusted edits
13481958	False	trusted edits
13435348	True	NULL
13131960	True	NULL
13100514	True	NULL
13497443	True	blocked user
12691845	True	NULL
12484241	False	trusted group
13315235	True	NULL
12670047	False	trusted edits
13033083	False	trusted group
12513723	False	trusted group
13367920	False	trusted group
13259819	False	trusted edits
13380079	False	trusted group
12567270	True	NULL
12525856	True	reverted edit
13169133	False	trusted edits
12616410	False	trusted edits
12544194	True	NULL
12941812	False	trusted edits
12517725	False	trusted group
12631207	True	NULL
12989827	True	NULL
12798667	True	NULL
13306882	True	NULL
12871654	False	trusted edits
13202113	True	NULL
13069402	True	NULL
12889834	True	NULL
13072357	False	trusted group
12744894	False	trusted edits
13243845	False	trusted group
12600704	True	NULL
12933089	True	NULL
13340157	False	trusted edits
13119357	True	reverted edit
13386691	False	trusted group
12803706	True	NULL
12434049	True	NULL
13211657	True	blocked user
13119264	True	NULL
13192695	False	trusted group
13470591	False	trusted group
13118869	False	trusted edits
12538311	True	reverted edit
13196244	False	trusted edits
12608037	True	reverted edit
13218407	True	NULL
13245633	True	NULL
12951851	False	trusted group
12953230	True	NULL
12493585	False	trusted edits
13385059	False	trusted edits
12652267	True	NULL
13038676	True	NULL
12882603	False	trusted edits
13162129	True	NULL
13460510	False	trusted edits
12470685	False	trusted group
13025062	True	reverted edit
12889374	False	trusted edits
13510433	True	reverted edit
13056275	True	reverted edit
12917281	False	trusted group
13232921	True	NULL
12605719	True	NULL
13074231	False	trusted group
13008353	True	reverted edit
12462914	False	trusted edits
13284261	False	trusted edits
12964085	False	trusted group
13226058	False	trusted edits
13497994	False	trusted edits
12668925	False	trusted edits
12530017	True	reverted edit
12448905	False	trusted edits
13331947	False	trusted edits
13103770	False	trusted edits
12988890	False	trusted edits
12975522	False	trusted group
13060751	False	trusted group
12542074	True	reverted edit
12852174	False	trusted edits
13373479	False	trusted group
12773301	True	blocked user
13494170	True	NULL
12549655	True	NULL
13074762	False	trusted group
12786764	False	trusted group
13123325	True	reverted edit
12847164	True	NULL
12557053	False	trusted edits
13437147	True	NULL
12917955	False	trusted edits
13044081	False	trusted edits
12713852	False	trusted edits
13235140	False	trusted group
12613983	True	reverted edit
12671092	True	NULL
13031802	True	NULL
12958864	False	trusted edits
12559391	False	trusted group
13359567	False	trusted edits
12589832	True	NULL
13454977	True	NULL
12579206	True	reverted edit
13192289	False	trusted edits
12772100	True	NULL
13062222	True	NULL
12549105	True	NULL
13414191	False	trusted group
12778687	False	trusted edits
13069519	True	NULL
13495110	True	NULL
12777072	False	trusted group
12453152	True	NULL
12901302	True	NULL
12658865	True	NULL
12799817	True	NULL
12610454	False	trusted edits
13274237	True	NULL
13116392	True	NULL
12982584	True	NULL
13154522	False	trusted edits
13185273	True	NULL
13249028	True	NULL
12837120	False	trusted edits
13059540	True	reverted edit
13420225	False	trusted edits
13019577	False	trusted edits
13158005	False	trusted group
13195052	True	reverted edit
13071480	False	trusted group
13001827	False	trusted edits
12818651	True	NULL
12671578	True	NULL
12683504	True	reverted edit
13510088	True	NULL
13322612	False	trusted group
12834371	False	trusted group
12614154	False	trusted edits
12931076	True	reverted edit
12791827	False	trusted group
13195452	True	NULL
12961543	True	NULL
13442179	False	trusted group
13076346	False	trusted group
12426303	True	NULL
13075737	False	trusted edits
13068616	False	trusted edits
13342387	True	NULL
13051907	False	trusted edits
12794610	False	trusted edits
12506650	False	trusted group
12808966	True	NULL
13087579	True	NULL
12693825	False	trusted edits
12427159	True	NULL
13343856	True	reverted edit
12749702	True	NULL
12714987	False	trusted group
13515870	True	NULL
12836573	True	NULL
12798868	False	trusted group
12815738	False	trusted edits
12856861	False	trusted edits
13025853	False	trusted edits
12627509	True	NULL
12465939	False	trusted edits
12989221	False	trusted group
13404067	True	reverted edit
13319010	False	trusted group
12673061	True	NULL
13361660	False	trusted edits
13322748	False	trusted group
13383947	True	NULL
13296456	False	trusted group
12591439	False	trusted edits
12946997	True	NULL
13338920	True	reverted edit
13188493	True	NULL
12548557	False	trusted edits
12614195	True	NULL
12742622	True	NULL
13094932	False	trusted edits
12932588	False	trusted edits
13224817	True	NULL
12791727	False	trusted group
12782995	True	NULL
12617625	False	trusted edits
13229740	False	trusted edits
13432709	True	NULL
13484512	True	NULL
13073247	False	trusted group
13212082	True	NULL
12432224	False	trusted edits
12856550	False	trusted group
13432232	True	NULL
12841260	False	trusted edits
13033334	False	trusted group
13072810	False	trusted group
13498643	True	reverted edit
13138015	True	blocked user
13399592	True	NULL
13260130	True	NULL
13469086	True	NULL
13239114	True	NULL
12727638	True	NULL
13431252	True	NULL
13340443	False	trusted edits
13145605	True	reverted edit
12748801	True	NULL
12797883	True	NULL
12871101	True	NULL
12661921	True	NULL
13491646	True	reverted edit
12609734	False	trusted edits
13471968	False	trusted edits
13270868	False	trusted group
13220255	False	trusted edits
12820545	True	NULL
13051788	False	trusted edits
12458676	True	NULL
12750187	False	trusted group
13302556	False	trusted edits
12903741	False	trusted edits
12622454	False	trusted group
13042072	True	NULL
12648355	True	NULL
12611398	True	NULL
12906791	True	NULL
12829502	False	trusted group
13437654	True	reverted edit
13148159	True	NULL
12796213	True	NULL
13294156	True	NULL
13510994	False	trusted edits
13420428	True	reverted edit
12946506	False	trusted group
12493529	False	trusted group
13054369	False	trusted edits
13363054	True	reverted edit
13460291	True	NULL
13161234	True	NULL
12818251	False	trusted edits
13058132	True	NULL
13216362	True	reverted edit
13244576	False	trusted edits
12524041	True	NULL
13285110	False	trusted edits
13220364	False	trusted edits
12959710	False	trusted edits
12634077	False	trusted group
13457840	True	reverted edit
13009821	False	trusted edits
12537409	True	NULL
13240298	True	NULL
13178379	True	NULL
12543185	True	NULL
13064749	True	NULL
13226901	True	NULL
12876657	True	NULL
12599350	True	NULL
13180357	True	NULL
13093592	False	trusted edits
12547043	False	trusted edits
13363994	False	trusted group
12645954	False	trusted edits
12879086	True	NULL
12600176	True	NULL
12873839	False	trusted edits
12974252	False	trusted group
12715168	True	NULL
12861480	True	NULL
13288596	True	NULL
13228722	True	NULL
12504123	False	trusted group
12951341	False	trusted edits
13065701	True	NULL
12731427	True	NULL
13147916	True	NULL
13346507	False	trusted group
13032504	True	NULL
12958889	True	NULL
12425452	False	trusted edits
13350051	False	trusted group
13325990	True	NULL
13393262	True	NULL
13067580	False	trusted edits
13121429	False	trusted edits
12963426	True	NULL
12770258	False	trusted group
12854867	False	trusted edits
13068668	False	trusted edits
13217406	True	NULL
12673566	True	NULL
13194478	True	NULL
13071698	False	trusted group
12973624	False	trusted group
12762010	True	NULL
12731334	False	trusted edits
12446054	False	trusted group
12585233	True	NULL
13368987	True	NULL
12640392	True	blocked user
12914433	False	trusted edits
12554627	True	NULL
12783443	True	NULL
13426627	True	NULL
13102325	False	trusted edits
13153029	True	NULL
12770691	False	trusted edits
13385930	False	trusted group
12550039	False	trusted group
13070544	False	trusted edits
12602274	True	NULL
12572999	True	NULL
12900482	False	trusted edits
13026225	True	NULL
13028653	True	NULL
12787029	False	trusted group
13021215	False	trusted group
13220829	True	NULL
12731990	True	NULL
12772933	True	NULL
13009683	True	NULL
12587156	True	NULL
12543637	True	NULL
12913341	False	trusted edits
12529077	False	trusted group
13446849	True	NULL
12880505	True	reverted edit
12772287	False	trusted edits
12781732	True	NULL
12534770	False	trusted group
13396110	True	reverted edit
13458285	True	NULL
12576142	False	trusted edits
12593452	True	NULL
12474548	False	trusted group
12588201	True	NULL
13426668	True	NULL
12722098	False	trusted edits
13338390	True	NULL
12803512	False	trusted group
13102221	True	reverted edit
13093762	True	reverted edit
13291255	True	NULL
12717356	True	NULL
13406230	True	NULL
12929721	True	NULL
12870199	False	trusted group
13353869	True	NULL
12963283	True	reverted edit
12631120	True	NULL
13437657	False	trusted edits
12797638	True	NULL
13187555	False	trusted edits
12484007	False	trusted group
13385677	False	trusted group
13424884	False	trusted group
12670418	True	NULL
12544143	True	NULL
13472960	True	reverted edit
12692656	False	trusted edits
12855669	True	NULL
13019413	False	trusted group
12647900	True	NULL
12452983	True	NULL
13455803	False	trusted group
12889733	False	trusted group
12991969	True	NULL
12994671	False	trusted edits
13304121	False	trusted edits
12810380	True	NULL
13483973	False	trusted edits
12619184	True	NULL
12963705	False	trusted edits
13376907	True	reverted edit
13113989	True	NULL
12970483	True	NULL
12639066	True	NULL
12718636	True	NULL
13220454	True	NULL
13355194	True	NULL
12979039	False	trusted group
13110883	False	trusted edits
12585443	True	NULL
12548811	True	NULL
13292568	False	trusted group
13150537	True	NULL
13113511	False	trusted group
13280034	True	NULL
12596554	False	trusted edits
12437375	True	NULL
13171176	False	trusted group
13329009	True	NULL
12598333	False	trusted group
12913510	True	NULL
13454496	True	NULL
13269055	True	NULL
12724146	False	trusted group
12691443	False	trusted edits
13407905	False	trusted edits
12553584	False	trusted edits
13103215	False	trusted edits
12706182	True	NULL
12730426	True	NULL
13192693	True	reverted edit
13050111	True	NULL
12697464	True	NULL
12758787	True	NULL
13405160	True	NULL
13436564	False	trusted edits
13273646	True	NULL
13473007	True	NULL
12569275	True	reverted edit
12688252	True	NULL
13285760	False	trusted group
12474616	False	trusted group
12765040	False	trusted edits
12888284	False	trusted group
12518651	False	trusted group
13449914	False	trusted edits
13028770	False	trusted edits
12802273	True	NULL
13113356	True	NULL
13410048	False	trusted edits
12481147	False	trusted group
12517545	False	trusted group
12466503	False	trusted edits
12527846	False	trusted edits
12874364	False	trusted edits
12602819	False	trusted edits
13289410	False	trusted edits
13308663	True	NULL
13021586	False	trusted group
12801279	True	NULL
13289979	True	NULL
13429885	True	NULL
13231582	True	NULL
12645782	True	NULL
12967046	False	trusted edits
12457448	False	trusted edits
12758070	False	trusted edits
13226013	False	trusted edits
12602073	True	NULL
13143525	False	trusted edits
12903547	False	trusted group
12828006	False	trusted edits
12802784	False	trusted edits
12682472	False	trusted edits
13149842	True	NULL
13422207	True	NULL
13009296	False	trusted edits
12575584	False	trusted edits
12596231	True	NULL
13025244	False	trusted edits
12457438	False	trusted edits
12449127	False	trusted edits
12458470	True	NULL
13142715	False	trusted edits
13171706	False	trusted group
13375776	False	trusted edits
12940519	False	trusted edits
12834083	False	trusted edits
12988977	True	NULL
12564183	True	NULL
13142972	True	NULL
13016282	False	trusted group
13446234	True	NULL
12565066	False	trusted edits
13171159	True	NULL
12917101	True	NULL
12872189	True	NULL
12976581	True	NULL
12554993	True	NULL
12752913	False	trusted edits
12732984	True	NULL
12897743	False	trusted group
13275366	False	trusted edits
12932517	True	reverted edit
13190638	True	NULL
13123601	True	NULL
12879185	False	trusted edits
13467586	True	NULL
12756323	False	trusted edits
12671402	True	NULL
13168758	True	NULL
12771888	True	NULL
13186781	True	reverted edit
13446890	False	trusted edits
13364710	False	trusted edits
12670767	False	trusted edits
13466233	True	NULL
12893507	False	trusted edits
13146946	True	reverted edit
13464659	False	trusted edits
13491277	True	NULL
13370235	True	NULL
13220186	False	trusted edits
13258871	False	trusted group
13457046	False	trusted group
13184859	True	NULL
13286842	False	trusted edits
13418282	False	trusted group
12930704	False	trusted edits
13028527	False	trusted group
13118514	True	NULL
13258942	False	trusted group
12774644	False	trusted group
12938229	False	trusted edits
13357877	True	NULL
12940070	False	trusted edits
12608957	True	NULL
13474451	True	NULL
13365863	False	trusted group
12655766	True	reverted edit
12697504	False	trusted edits
13321522	False	trusted group
12955827	True	NULL
12557287	True	NULL
13047996	False	trusted edits
12585798	False	trusted edits
13284057	False	trusted group
13415258	True	NULL
12666241	True	NULL
12835079	True	NULL
13267377	False	trusted edits
13260835	True	NULL
12530162	False	trusted group
12638945	False	trusted edits
12632494	True	NULL
12608372	False	trusted edits
